feature_name,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,pvalue
wavelet_LLL_glcm_ClusterProminence,116951872465.4540¡À121298788006.4549,122130587182.5050¡À117169519214.7628,119392473506.5806¡À110143235180.7651,84933133083.2654¡À126245465077.6498,108317308876.0265¡À143554682896.3906,151570999427.4832¡À151955011546.8199,107998971253.8298¡À125043453935.9183,0.777506143
lbp_3D_m1_firstorder_MeanAbsoluteDeviation,4.2501¡À0.4565,4.2565¡À0.5954,4.3667¡À0.2348,4.0220¡À0.3851,4.0991¡À0.3691,4.3675¡À0.3455,4.2386¡À0.3347,0.778431211
exponential_gldm_LargeDependenceLowGrayLevelEmphasis,296.7191¡À101.9774,282.0035¡À129.7199,343.1872¡À60.6141,266.3359¡À48.1583,296.3864¡À38.8455,332.1301¡À64.2739,290.1778¡À95.1694,0.780474099
squareroot_glrlm_GrayLevelVariance,56410.7368¡À28063.1490,57549.7440¡À29774.1931,54301.6750¡À24166.3052,44576.5994¡À14699.5549,53252.6548¡À16367.1770,63703.9286¡À27352.8736,58109.1843¡À33421.2516,0.780604072
exponential_gldm_LargeDependenceEmphasis,296.8203¡À101.9845,282.0697¡À129.7295,343.4729¡À60.5269,266.3485¡À48.1724,296.4371¡À38.8771,332.2168¡À64.3120,290.2641¡À95.1233,0.781129345
wavelet_HHH_firstorder_TotalEnergy,11574530854.8850¡À7796522062.6506,11426071908.9761¡À7714901193.8190,15600181234.3460¡À8429423958.4346,4456486489.1316¡À2818679503.0575,7189215285.0103¡À6172170018.3440,16390065363.2705¡À5922914578.5375,11117313729.4022¡À7408213416.3437,0.781337082
wavelet_LHH_firstorder_MeanAbsoluteDeviation,360.3361¡À155.6441,370.3871¡À159.4838,386.6149¡À162.3340,255.9244¡À84.8463,245.5668¡À113.3809,486.8614¡À150.2233,350.5875¡À141.7255,0.781635105
lbp_3D_m1_firstorder_Minimum,0.4492¡À1.2836,0.5260¡À1.8211,0.2171¡À0.4957,0.8022¡À0.7783,0.3223¡À0.3837,0.3438¡À0.6822,0.4268¡À0.9150,0.78308854
wavelet_HHL_glcm_Idmn,0.9766¡À0.0164,0.9763¡À0.0200,0.9781¡À0.0102,0.9786¡À0.0117,0.9765¡À0.0150,0.9796¡À0.0092,0.9748¡À0.0170,0.783515655
wavelet_HHL_firstorder_TotalEnergy,13587015723.8498¡À9566143301.1831,13387637224.5282¡À9192728882.4773,18509422404.0937¡À11566815829.1098,5004023713.4928¡À3468908235.5464,8431468605.6118¡À8021472155.7723,19192413093.4091¡À6715892640.8832,13052047680.9023¡À8803865498.3602,0.783616434
wavelet_HHH_glcm_DifferenceVariance,7548.0667¡À7270.9422,7127.2787¡À5723.0891,9311.5273¡À7855.4464,4035.0044¡À4083.2016,5750.4897¡À5470.2767,13022.1200¡À10108.0520,7005.4926¡À8749.6847,0.785663072
lbp_3D_m2_firstorder_10Percentile,5.5013¡À1.1919,5.5207¡À1.5024,5.2288¡À0.6626,5.8496¡À1.0200,5.4000¡À0.9318,5.5710¡À0.9695,5.5446¡À1.0624,0.786165119
wavelet_HHH_glcm_SumSquares,6605.7588¡À6201.6057,6273.0219¡À4849.6138,8140.1641¡À6752.6772,3290.3356¡À2941.0746,4948.3336¡À4644.3985,11483.2524¡À9226.6764,6146.5835¡À7232.6933,0.786306357
wavelet_HHH_firstorder_RootMeanSquared,1088.4393¡À71.2326,1088.0047¡À63.7829,1108.6399¡À85.8416,1046.4894¡À34.9313,1066.8244¡À63.1553,1143.5344¡À94.6292,1077.8371¡À66.7867,0.786609843
log_sigma_4_0_mm_3D_firstorder_Variance,106015.3418¡À55656.5944,107171.2711¡À54309.5925,105632.8263¡À53850.3925,78313.4748¡À29401.9432,96528.4179¡À74813.2883,138891.6522¡À65364.3182,105284.1944¡À55604.7490,0.788370421
log_sigma_4_0_mm_3D_gldm_GrayLevelVariance,4240.6322¡À2226.3068,4287.1029¡À2172.4253,4224.9672¡À2154.5061,3132.8787¡À1177.0166,3860.2094¡À2992.5000,5556.1614¡À2615.3798,4211.2355¡À2223.5024,0.788803094
lbp_3D_m1_gldm_GrayLevelNonUniformity,90.1466¡À58.3719,89.7101¡À60.0952,118.0871¡À64.3927,38.6035¡À17.6677,57.6052¡À41.3529,118.7673¡À44.1003,88.6840¡À54.3846,0.788995895
square_glcm_Contrast,370.0619¡À512.4109,389.7120¡À581.1635,349.5287¡À412.3965,134.0605¡À252.3614,287.8739¡À610.8592,501.2439¡À634.2063,404.8381¡À446.1168,0.789162874
wavelet_LLH_firstorder_90Percentile,786.1305¡À345.0706,812.4060¡À391.8426,782.5762¡À328.9488,689.2210¡À250.2584,613.2402¡À196.4457,919.9456¡À316.2875,779.3972¡À331.7963,0.789551662
original_glrlm_RunLengthNonUniformity,335.0488¡À224.8031,332.5305¡À229.7146,444.9947¡À245.1636,136.8551¡À75.0541,208.5348¡À150.3921,448.8038¡À184.9128,328.4626¡À210.6284,0.790537308
original_glcm_Idmn,0.9753¡À0.0159,0.9749¡À0.0193,0.9811¡À0.0099,0.9676¡À0.0079,0.9707¡À0.0110,0.9802¡À0.0073,0.9743¡À0.0168,0.790579797
lbp_3D_k_firstorder_Energy,356491459.3269¡À240042240.4944,353913698.4088¡À245771092.2255,473198248.3624¡À264165574.8246,146358524.3850¡À80177547.6994,220252105.3776¡À157910730.2091,478231709.5271¡À196990659.6963,349488288.5857¡À223221668.2074,0.790583463
square_glcm_JointEnergy,0.1143¡À0.1235,0.1199¡À0.0905,0.0802¡À0.0908,0.1741¡À0.1156,0.1774¡À0.1408,0.0402¡À0.0482,0.1141¡À0.1818,0.791063357
logarithm_glrlm_RunLengthNonUniformity,335.1504¡À224.8595,332.6102¡À229.7051,445.0907¡À245.3545,136.9524¡À74.9381,208.5348¡À150.3921,448.8038¡À184.9128,328.6664¡À210.7838,0.791860795
squareroot_glrlm_RunLengthNonUniformity,335.1761¡À224.8697,332.6193¡À229.7146,445.1870¡À245.3682,136.9524¡À74.9381,208.5348¡À150.3921,448.8038¡À184.9128,328.6977¡À210.7701,0.791889952
log_sigma_5_0_mm_3D_glcm_ClusterTendency,11319.7427¡À6482.6960,11403.5575¡À6601.6888,11502.5024¡À6123.1760,7898.2208¡À3474.9485,10072.2841¡À8155.0126,15556.0090¡À7161.7156,11146.7700¡À6282.2751,0.791936027
lbp_3D_m2_firstorder_Energy,364652506.4936¡À245499062.0014,361990005.9284¡À251344559.2475,483984534.0949¡À270114590.0544,149648515.2734¡À81944446.5721,225220328.1249¡À161624149.7868,489434171.2191¡À201362950.7910,357524053.7087¡À228292722.6836,0.791982232
lbp_3D_m1_firstorder_Energy,365235561.6476¡À245884227.6296,362540808.1457¡À251748796.2632,484749741.1324¡À270546366.3970,149900572.3786¡À82095603.1855,225620887.3025¡À161871019.6688,490257683.6772¡À201699967.8011,358121819.0545¡À228621724.4421,0.792833573
square_glszm_LowGrayLevelZoneEmphasis,0.1099¡À0.0684,0.1169¡À0.0658,0.0826¡À0.0289,0.1428¡À0.0372,0.1178¡À0.0422,0.0774¡À0.0189,0.1132¡À0.1009,0.792930778
log_sigma_2_0_mm_3D_glrlm_ShortRunHighGrayLevelEmphasis,95806.6084¡À121964.1466,105470.2157¡À130814.8381,81325.5950¡À54939.2333,34057.4093¡À48291.3267,49842.4413¡À62512.9634,135314.0077¡À134080.2753,108215.1747¡À154526.5290,0.794398577
lbp_3D_m2_firstorder_Median,11.9927¡À0.9268,12.0991¡À0.9362,11.9577¡À0.6814,11.5965¡À0.7560,11.3399¡À0.6456,12.2965¡À0.4989,12.0409¡À1.1733,0.795377612
exponential_gldm_GrayLevelNonUniformity,341.7193¡À229.3021,339.9970¡À236.1246,450.1500¡À252.7419,144.8095¡À79.1817,205.8801¡À127.6472,458.0800¡À187.8536,336.1189¡À215.1465,0.795616147
log_sigma_4_0_mm_3D_glrlm_GrayLevelVariance,4251.7144¡À2229.3510,4300.4426¡À2177.7186,4235.5391¡À2158.1846,3143.4577¡À1177.5556,3867.5400¡À2994.5576,5566.2823¡À2614.9202,4220.2494¡À2224.7261,0.795743724
exponential_firstorder_Energy,357730731.8367¡À240963195.3086,355026730.4626¡À246581199.7432,474750452.1643¡À264962270.5783,146735961.1605¡À80412010.4893,221159450.2975¡À159193490.8011,479932753.3417¡À197693347.2962,350955917.2621¡À224470233.8808,0.795842471
wavelet_HHL_firstorder_Maximum,2868.8568¡À1431.3321,2902.4160¡À1452.6689,3103.8783¡À1476.6761,2177.2472¡À1874.2699,2407.1425¡À1329.1377,3793.6316¡À743.4256,2712.0242¡À1321.8223,0.796130862
log_sigma_2_0_mm_3D_gldm_HighGrayLevelEmphasis,96044.7413¡À122342.1885,105784.3184¡À131296.8766,81506.1165¡À55077.0049,34153.1722¡À48479.2372,49915.7970¡À62632.9895,135492.2709¡À134224.8468,108468.2904¡À154985.9712,0.797101215
gradient_firstorder_Variance,54079.3666¡À29066.4805,53327.5868¡À26481.6002,53121.1876¡À27069.8923,47226.9166¡À25550.9943,62675.3640¡À41211.0711,69241.2095¡À33087.9893,51053.2244¡À31111.2968,0.797396217
log_sigma_2_0_mm_3D_glrlm_HighGrayLevelRunEmphasis,96098.6408¡À122364.7207,105847.9812¡À131322.3731,81565.2594¡À55096.0853,34167.9947¡À48450.9813,49974.6691¡À62677.5890,135530.8563¡À134238.9779,108517.4295¡À155012.7578,0.797610898
wavelet_LHL_firstorder_Variance,664255.7992¡À526256.3509,662779.1212¡À518851.2141,772946.3512¡À569911.5821,245139.2013¡À183055.8209,449739.8513¡À505791.7911,1081767.3649¡À613033.8721,655265.6709¡À471193.8147,0.798085926
wavelet_LHL_gldm_GrayLevelVariance,26570.8351¡À21050.5607,26512.0678¡À20755.0861,30918.3051¡À22794.8452,9806.8435¡À7319.2121,17988.8612¡À20232.1067,43270.7516¡À24519.7128,26211.1420¡À18849.5422,0.798176885
gradient_glszm_SizeZoneNonUniformity,199.8265¡À130.1395,192.4574¡À127.6674,260.8995¡À136.1562,81.6067¡À43.4497,121.8666¡À103.5856,297.1661¡À106.7496,200.5049¡À124.8096,0.798730335
log_sigma_4_0_mm_3D_glcm_ClusterShade,-715268.8794¡À1016122.5206,-739495.5242¡À1050201.1065,-576546.0066¡À896531.8057,-659697.8429¡À703650.2480,-504306.9937¡À645919.9390,-1094520.4804¡À817893.7863,-722129.9949¡À1256118.2131,0.799269047
gradient_gldm_GrayLevelVariance,2163.1789¡À1162.4295,2133.1092¡À1058.8557,2125.5431¡À1083.3544,1889.7479¡À1021.1894,2506.8980¡À1649.7196,2769.6940¡À1323.1957,2041.4909¡À1243.6789,0.79936003
wavelet_LHL_glrlm_RunLengthNonUniformity,353.5328¡À237.8732,350.6781¡À243.2174,469.3370¡À261.7155,145.0116¡À79.7210,218.3317¡À157.4245,475.3836¡À195.2831,346.7776¡À221.2924,0.799524687
original_glrlm_LowGrayLevelRunEmphasis,0.0091¡À0.0125,0.0099¡À0.0129,0.0048¡À0.0045,0.0125¡À0.0089,0.0104¡À0.0064,0.0039¡À0.0013,0.0108¡À0.0178,0.799642495
wavelet_HHH_glrlm_RunLengthNonUniformity,351.4587¡À236.6191,348.3998¡À241.8137,467.2253¡À260.6657,144.4961¡À79.6645,216.7077¡À156.2165,472.7478¡À193.5915,344.6466¡À220.1709,0.79985568
wavelet_HHL_glrlm_RunLengthNonUniformity,352.9303¡À237.5490,349.9479¡À242.7666,468.8837¡À261.8411,144.8569¡À79.5399,218.0127¡À156.8277,474.6596¡À195.1397,346.1181¡À220.8420,0.799970963
log_sigma_2_0_mm_3D_glszm_HighGrayLevelZoneEmphasis,96697.7798¡À122619.6435,106483.9492¡À131608.4028,82290.1412¡À55321.2265,34345.0225¡À48104.1950,50672.0850¡À63178.5489,135993.8927¡À134419.0126,109116.8149¡À155325.5910,0.800134043
wavelet_LLL_glrlm_RunLengthNonUniformity,354.1809¡À238.4180,351.3964¡À244.0617,469.8116¡À262.1213,145.4998¡À79.6858,218.6715¡À156.8005,475.8952¡À195.8457,347.5951¡À221.8943,0.800829451
wavelet_LHL_glrlm_GrayLevelVariance,26619.0820¡À21076.8316,26565.1841¡À20780.7240,30985.1222¡À22848.8153,9830.5805¡À7342.0873,18027.8044¡À20257.0447,43331.4400¡À24527.7337,26245.1389¡À18859.9010,0.801497163
log_sigma_5_0_mm_3D_glcm_DifferenceEntropy,5.8240¡À0.7861,5.7608¡À0.8452,6.1319¡À0.4640,5.3158¡À0.4887,5.6080¡À0.7023,6.3834¡À0.2347,5.7749¡À0.9208,0.802094507
wavelet_HLH_firstorder_Mean,-4.4463¡À24.8828,-5.6528¡À34.0668,2.6017¡À11.3140,-10.5149¡À27.7374,-1.0571¡À16.5033,-2.3171¡À16.8525,-6.6962¡À13.3951,0.802118911
wavelet_LHH_glrlm_RunLengthNonUniformity,352.1652¡À236.8950,349.1822¡À242.1413,467.7034¡À260.7841,144.3544¡À79.0893,217.6329¡À156.5172,473.5649¡À193.2822,345.5404¡À220.6882,0.802464032
exponential_glcm_DifferenceAverage,0.0491¡À0.0876,0.0515¡À0.1081,0.0486¡À0.0590,0.0130¡À0.0279,0.0414¡À0.0979,0.0517¡À0.0661,0.0577¡À0.0814,0.803642097
wavelet_LHL_glcm_JointEntropy,8.2891¡À1.4498,8.2523¡À1.5533,8.9658¡À1.0681,7.1249¡À0.8484,7.6868¡À1.1430,9.0816¡À0.8162,8.1907¡À1.5783,0.803702199
log_sigma_5_0_mm_3D_glrlm_RunLengthNonUniformity,349.5951¡À235.0666,346.6667¡À240.6720,463.7537¡À258.4554,143.5587¡À77.3476,216.3797¡À156.2679,469.8205¡À191.8618,343.2306¡À218.7052,0.805648545
wavelet_LLH_glcm_JointEntropy,8.2851¡À1.4462,8.2479¡À1.5491,8.9603¡À1.0615,7.1240¡À0.8476,7.6840¡À1.1372,9.0762¡À0.8159,8.1874¡À1.5768,0.80587302
wavelet_HLL_glrlm_RunLengthNonUniformity,353.2345¡À237.6429,350.1232¡À243.1158,468.9069¡À261.1519,145.1702¡À79.7474,218.6621¡À157.1501,475.3501¡À195.4551,346.6107¡À221.0770,0.80631781
wavelet_LLL_glcm_JointEntropy,8.2959¡À1.4523,8.2589¡À1.5564,8.9732¡À1.0689,7.1284¡À0.8466,7.6934¡À1.1420,9.0859¡À0.8191,8.1991¡À1.5821,0.806378455
wavelet_LLH_firstorder_TotalEnergy,15110963031.1039¡À9991755209.4291,14901400572.4607¡À9579082905.3550,20391823379.6825¡À10743491682.9461,5704015233.8465¡À2420686093.3410,8863476460.3655¡À7715019475.9028,21928839681.0688¡À6879073579.1488,14539353003.5419¡À9991578018.4463,0.806424641
wavelet_LLH_glrlm_RunLengthNonUniformity,352.8677¡À237.1955,349.8420¡À242.4969,468.1062¡À260.6848,145.0603¡À79.6131,218.3267¡À156.5481,474.7385¡À195.1950,346.3682¡À220.9829,0.806859251
wavelet_LLL_firstorder_Maximum,6683.7655¡À2342.5758,6834.2223¡À2405.9318,6933.3021¡À2251.5863,5179.2805¡À1389.3891,5742.2571¡À2423.8556,8049.1763¡À2784.1032,6563.7551¡À2192.0212,0.806900596
wavelet_HLL_firstorder_Maximum,2766.2574¡À1257.7537,2745.7355¡À1501.2194,2979.9419¡À1255.5519,2615.8232¡À1526.7008,2546.0749¡À749.6302,3160.5912¡À969.7385,2646.6870¡À893.9663,0.807004965
log_sigma_1_0_mm_3D_glrlm_RunLengthNonUniformity,349.3134¡À235.0658,346.2208¡À240.2709,463.8178¡À259.1679,142.9933¡À78.6681,215.9916¡À156.0742,471.0259¡À192.2669,342.6614¡À218.2246,0.807187339
log_sigma_2_0_mm_3D_glcm_Autocorrelation,89316.1275¡À120048.4596,99212.3818¡À129531.4617,74022.8872¡À52739.0920,30360.8362¡À47195.4045,45094.3820¡À59803.8729,124312.9157¡À130328.5152,101907.8287¡À152338.5926,0.80773034
log_sigma_3_0_mm_3D_glcm_ClusterProminence,338888411.9208¡À332690824.1659,324195800.4435¡À294209629.5037,403406067.1834¡À377586303.7071,185672762.8233¡À289405567.1797,306842891.6408¡À470269528.5298,511833378.9356¡À416823638.3632,324667564.5023¡À305535785.6084,0.807841709
lbp_3D_m1_glcm_SumSquares,1.1586¡À0.2065,1.1582¡À0.2563,1.2235¡À0.1028,1.0307¡À0.1886,1.1131¡À0.1655,1.2139¡À0.1602,1.1518¡À0.1775,0.807886453
wavelet_HLL_firstorder_TotalEnergy,21156051334.1524¡À17664002478.8825,20575745123.6940¡À19616709376.3131,29328412544.4425¡À17885878514.4264,9794406746.3312¡À8105362968.6166,11872921159.9735¡À10293959670.0472,29834774075.3869¡À15564095737.7230,20195768076.9152¡À15488445101.3100,0.8079756
log_sigma_4_0_mm_3D_glrlm_RunLengthNonUniformity,349.6657¡À235.0713,346.6498¡À240.1933,463.8404¡À259.0065,143.4875¡À78.1724,216.5561¡À156.5373,470.2765¡À193.2997,343.3365¡À218.6356,0.808414137
lbp_3D_k_gldm_GrayLevelNonUniformity,184.4064¡À123.1746,182.9626¡À126.7580,243.4379¡À134.8119,75.6787¡À41.9585,116.0905¡À83.3972,249.6876¡À101.8295,180.5491¡À112.9396,0.809327154
wavelet_LLH_firstorder_Mean,38.6151¡À121.0528,44.7075¡À156.1281,5.3779¡À58.6822,52.9780¡À84.2336,63.9457¡À56.4057,-12.6301¡À118.8314,54.3454¡À102.3583,0.809729144
lbp_3D_m2_glcm_InverseVariance,0.4966¡À0.0211,0.4955¡À0.0262,0.4977¡À0.0119,0.4974¡À0.0145,0.4995¡À0.0171,0.4972¡À0.0129,0.4966¡À0.0220,0.810149849
log_sigma_3_0_mm_3D_glrlm_RunLengthNonUniformity,350.1172¡À235.2278,346.9994¡À240.5289,464.5159¡À258.6335,143.8177¡À78.4941,216.8259¡À156.4357,471.0282¡À192.6931,343.8115¡À218.9488,0.81024543
log_sigma_2_0_mm_3D_glrlm_RunLengthNonUniformity,350.9665¡À236.0194,347.7103¡À241.2376,466.1252¡À260.0092,143.9359¡À78.6559,216.9168¡À156.0220,473.2418¡À193.3776,344.4144¡À219.2841,0.810364165
wavelet_LHL_firstorder_TotalEnergy,18140192261.9320¡À13356013032.6431,17972625998.8777¡À13287763821.5339,24532985571.7613¡À15307035773.0838,5888755420.0591¡À3603359905.6019,11170156834.4847¡À12537392890.2677,26154854406.3042¡À7516053948.3767,17478347295.1403¡À12403354397.1484,0.810367206
log_sigma_2_0_mm_3D_glrlm_LongRunHighGrayLevelEmphasis,97272.0338¡À123970.1658,107367.3249¡À133354.0311,82527.3664¡À55724.5677,34610.6216¡À49089.4640,50513.7277¡À63362.8945,136408.1736¡À134868.0647,109726.4487¡À156960.7303,0.810453374
exponential_glcm_Idm,0.9870¡À0.0172,0.9878¡À0.0153,0.9823¡À0.0225,0.9962¡À0.0075,0.9878¡À0.0265,0.9863¡À0.0078,0.9859¡À0.0175,0.810637482
wavelet_HLH_glrlm_RunLengthNonUniformity,351.5120¡À236.3896,348.2467¡À241.4778,466.6339¡À260.3638,144.4939¡À79.1274,217.8599¡À156.2008,473.1306¡À194.0761,345.0899¡À220.2513,0.811266637
wavelet_HHH_gldm_DependenceVariance,0.1218¡À0.0768,0.1245¡À0.0834,0.1155¡À0.0634,0.1164¡À0.0526,0.1588¡À0.0899,0.0987¡À0.0400,0.1201¡À0.0853,0.811275885
log_sigma_4_0_mm_3D_glcm_JointEntropy,8.2649¡À1.4390,8.2282¡À1.5418,8.9346¡À1.0547,7.1048¡À0.8435,7.6652¡À1.1413,9.0516¡À0.8049,8.1706¡À1.5673,0.81148595
wavelet_LHH_glcm_JointEntropy,8.2754¡À1.4449,8.2366¡À1.5469,8.9535¡À1.0627,7.1093¡À0.8415,7.6743¡À1.1353,9.0705¡À0.8092,8.1791¡À1.5743,0.812701921
log_sigma_5_0_mm_3D_glcm_JointEntropy,8.2645¡À1.4393,8.2266¡À1.5425,8.9341¡À1.0540,7.1059¡À0.8382,7.6719¡À1.1358,9.0538¡À0.8043,8.1691¡À1.5702,0.814775122
wavelet_HHL_glcm_JointEntropy,8.2821¡À1.4493,8.2428¡À1.5532,8.9604¡À1.0659,7.1155¡À0.8491,7.6835¡À1.1438,9.0761¡À0.8155,8.1862¡À1.5764,0.815386471
wavelet_HLL_glcm_JointEntropy,8.2876¡À1.4499,8.2481¡À1.5531,8.9661¡À1.0655,7.1223¡À0.8525,7.6897¡À1.1441,9.0797¡À0.8169,8.1920¡À1.5788,0.815580864
wavelet_HHL_glcm_ClusterProminence,10528498175.9091¡À21135396995.0390,10631087168.1041¡À19784146216.1482,11486833633.5264¡À12726670779.2071,3962563385.4024¡À4703336923.4977,6098765058.9510¡À8762880510.0021,14561431983.1627¡À15324589296.9692,11731844744.2011¡À32461798214.3736,0.81575879
exponential_glcm_JointEnergy,0.9562¡À0.0602,0.9589¡À0.0527,0.9397¡À0.0836,0.9881¡À0.0258,0.9623¡À0.0782,0.9498¡À0.0293,0.9528¡À0.0636,0.816006302
gradient_glrlm_GrayLevelVariance,2178.7388¡À1163.7564,2150.6268¡À1059.0294,2142.2965¡À1087.9293,1907.2979¡À1039.3209,2520.8491¡À1639.4351,2781.6157¡À1320.9074,2053.8492¡À1246.7166,0.816222256
exponential_glcm_Id,0.9877¡À0.0164,0.9885¡À0.0147,0.9833¡À0.0217,0.9965¡À0.0072,0.9886¡À0.0243,0.9867¡À0.0076,0.9867¡À0.0168,0.818631502
wavelet_HLL_glcm_DifferenceEntropy,6.5238¡À1.0609,6.4284¡À1.1183,7.0352¡À0.6839,5.7310¡À0.7056,6.1709¡À0.8920,7.2466¡À0.4705,6.4726¡À1.2037,0.819902498
log_sigma_1_0_mm_3D_gldm_LargeDependenceHighGrayLevelEmphasis,78455.6052¡À103805.6552,88391.9574¡À120215.4614,81615.6654¡À67792.9073,19552.1829¡À15718.0916,40689.3620¡À50843.9959,79935.6366¡À72635.7559,87492.9052¡À122781.3677,0.820290484
exponential_firstorder_Entropy,0.1325¡À0.1426,0.1298¡À0.1260,0.1700¡À0.1720,0.0295¡À0.0597,0.1101¡À0.2230,0.1568¡À0.0784,0.1432¡À0.1499,0.821454191
square_firstorder_TotalEnergy,10486666760.2040¡À7060980943.6682,10388005811.2089¡À7027330787.0774,13948950033.6805¡À7892692261.3182,4107012829.9539¡À2256361725.5920,6576330288.7188¡À5518240481.1076,14149383324.3188¡À5804490616.2739,10310280322.9903¡À6626355761.4458,0.821790095
log_sigma_3_0_mm_3D_glcm_JointEntropy,8.2664¡À1.4390,8.2257¡À1.5423,8.9391¡À1.0532,7.1100¡À0.8417,7.6762¡À1.1370,9.0576¡À0.8066,8.1719¡À1.5680,0.823029541
squareroot_glszm_GrayLevelVariance,58457.0692¡À29061.3398,59550.2508¡À30669.9210,56737.8183¡À25772.5149,47479.6404¡À13671.0845,54166.1092¡À16918.8977,66556.1088¡À27810.4721,59775.6855¡À34927.8157,0.823166624
log_sigma_2_0_mm_3D_glcm_JointEntropy,8.2711¡À1.4426,8.2302¡À1.5463,8.9444¡À1.0573,7.1137¡À0.8476,7.6793¡À1.1380,9.0666¡À0.8103,8.1762¡À1.5713,0.824192468
exponential_glcm_MaximumProbability,0.9770¡À0.0330,0.9786¡À0.0288,0.9678¡À0.0469,0.9939¡À0.0133,0.9799¡À0.0420,0.9743¡À0.0153,0.9752¡À0.0346,0.824715629
square_firstorder_10Percentile,2.1986¡À6.0367,2.1738¡À7.8058,3.7830¡À7.4834,0.2687¡À0.2232,0.3610¡À0.3443,1.9841¡À2.3930,2.3757¡À3.4440,0.824742276
gradient_glcm_SumEntropy,6.1121¡À0.8994,6.0432¡À0.9575,6.4802¡À0.5398,5.5009¡À0.5638,5.8166¡À0.8114,6.7690¡À0.3087,6.0570¡À1.0448,0.825541379
wavelet_HHH_glcm_JointEntropy,8.2654¡À1.4411,8.2242¡À1.5417,8.9392¡À1.0619,7.1074¡À0.8485,7.6682¡À1.1371,9.0630¡À0.8077,8.1715¡À1.5703,0.826485013
log_sigma_4_0_mm_3D_glszm_GrayLevelVariance,4372.1807¡À2255.7339,4428.1417¡À2215.5221,4362.7663¡À2201.6332,3265.2504¡À1178.8045,3960.4025¡À3018.8579,5688.2308¡À2613.2971,4330.5590¡À2239.0302,0.82690817
lbp_3D_m2_glcm_JointEnergy,0.1011¡À0.0421,0.1037¡À0.0486,0.0886¡À0.0084,0.1111¡À0.0238,0.0973¡À0.0127,0.0907¡À0.0105,0.1062¡À0.0562,0.827425919
lbp_3D_m2_firstorder_Mean,11.5416¡À0.6690,11.5959¡À0.7071,11.4692¡À0.4495,11.2849¡À0.5829,11.1372¡À0.4184,11.7621¡À0.4631,11.6183¡À0.8127,0.827549068
lbp_3D_m2_firstorder_RootMeanSquared,1011.5508¡À0.6681,1011.6052¡À0.7058,1011.4788¡À0.4490,1011.2933¡À0.5826,1011.1460¡À0.4176,1011.7714¡À0.4618,1011.6275¡À0.8120,0.828263089
wavelet_HHL_firstorder_Energy,501307501.8624¡À356345667.3193,491088464.9663¡À345661427.8544,685534163.1146¡À428400586.2633,185334211.6108¡À128478082.7980,312276615.0227¡À297091561.3249,710830114.5707¡À248736764.4772,483409173.3668¡À326069092.5319,0.828580611
exponential_glcm_Correlation,0.3766¡À0.4216,0.3491¡À0.4237,0.2679¡À0.3095,0.7890¡À0.4188,0.6654¡À0.4629,0.0736¡À0.0691,0.3816¡À0.4274,0.828644054
log_sigma_4_0_mm_3D_glcm_DifferenceEntropy,5.8799¡À0.8018,5.8147¡À0.8740,6.2035¡À0.4500,5.3567¡À0.5104,5.6881¡À0.7146,6.4280¡À0.2562,5.8255¡À0.9272,0.829683167
wavelet_HHL_firstorder_Skewness,0.2059¡À0.9577,0.2128¡À1.1027,0.3109¡À0.3585,-0.3338¡À1.8496,-0.0070¡À0.5032,0.5998¡À0.2314,0.2291¡À0.7732,0.830557537
wavelet_HLL_glcm_DifferenceVariance,44437.1892¡À47090.7726,38826.9200¡À49958.5149,56517.5156¡À45583.1060,56147.8875¡À46602.1912,33869.0380¡À21800.6537,56206.2292¡À59047.3742,41823.9070¡À44939.3780,0.830958986
logarithm_firstorder_InterquartileRange,4194.8296¡À4077.7903,4495.3073¡À3929.1349,3458.9971¡À3792.8379,4328.9332¡À3531.9303,4583.9799¡À3462.1306,3188.3340¡À4011.5859,4322.2523¡À4970.1796,0.831430237
lbp_3D_k_gldm_DependenceNonUniformity,24.6403¡À14.6554,24.7006¡À14.0793,31.2048¡À16.7941,11.0543¡À4.3106,15.4633¡À11.0931,32.5638¡À12.8785,24.5245¡À14.1065,0.831906236
wavelet_HLH_glcm_JointEntropy,8.2693¡À1.4391,8.2269¡À1.5377,8.9424¡À1.0587,7.1093¡À0.8429,7.6796¡À1.1387,9.0673¡À0.8094,8.1763¡À1.5711,0.832974128
wavelet_HHH_glcm_Idmn,0.9766¡À0.0162,0.9761¡À0.0206,0.9800¡À0.0090,0.9748¡À0.0144,0.9739¡À0.0154,0.9802¡À0.0090,0.9754¡À0.0142,0.833192254
wavelet_HHH_glcm_Contrast,13851.9921¡À13001.1815,13274.8607¡À10548.9760,16962.1243¡À14044.5202,6848.0379¡À6016.0479,10346.3146¡À9678.8670,23875.3080¡À18992.5013,12839.4136¡À14978.9403,0.833560452
wavelet_LHL_glszm_GrayLevelVariance,27185.5446¡À21405.8154,27161.5991¡À21120.4122,31792.7197¡À23493.6229,10126.1355¡À7629.3794,18501.0326¡À20566.7700,44058.5350¡À24610.4800,26661.9174¡À18991.4761,0.833595832
log_sigma_1_0_mm_3D_glcm_ClusterShade,481725.8747¡À446720.8884,446143.0013¡À476180.8583,513835.5822¡À401566.4880,478194.7728¡À457192.8892,611447.5282¡À465732.5087,740316.1923¡À495648.5162,407096.6699¡À396218.9230,0.834577893
