feature_name,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,pvalue
wavelet_LLH_glszm_ZoneVariance,0.0457¡À0.0325,0.0485¡À0.0377,0.0515¡À0.0395,0.0489¡À0.0286,0.0415¡À0.0199,0.0333¡À0.0127,0.0411¡À0.0256,0.160783861
lbp_3D_m2_gldm_DependenceEntropy,4.7733¡À0.4933,4.6548¡À0.6462,4.9751¡À0.1938,4.6490¡À0.2842,4.7545¡À0.3203,5.0037¡À0.0906,4.8175¡À0.4312,0.160939527
log_sigma_1_0_mm_3D_glrlm_GrayLevelNonUniformityNormalized,0.0139¡À0.0101,0.0160¡À0.0132,0.0100¡À0.0028,0.0179¡À0.0068,0.0156¡À0.0065,0.0079¡À0.0012,0.0128¡À0.0089,0.161805545
square_glrlm_RunEntropy,3.9899¡À0.7099,3.8799¡À0.6402,4.2860¡À0.6282,3.4107¡À0.5159,3.5835¡À0.8167,4.4803¡À0.3724,4.1254¡À0.7925,0.162442755
square_glcm_Imc2,0.7753¡À0.1652,0.7553¡À0.1483,0.7866¡À0.1741,0.7388¡À0.1245,0.7093¡À0.1604,0.8747¡À0.0806,0.8011¡À0.2070,0.162477759
exponential_firstorder_Maximum,51.9686¡À196.3223,42.3845¡À89.0149,23.1645¡À17.5665,6.3338¡À7.1523,33.8442¡À80.0457,31.9404¡À49.4296,112.7425¡À384.0410,0.162561487
logarithm_firstorder_Maximum,7305.8876¡À1819.7815,7283.9814¡À1631.2949,7095.9119¡À1563.7251,6010.9500¡À852.0466,6662.7759¡À966.7807,8240.4478¡À1102.4817,7770.4786¡À2517.5208,0.162594271
lbp_3D_m1_firstorder_Median,12.7017¡À1.0272,12.6300¡À1.0568,12.6080¡À0.5361,12.4633¡À0.8744,12.4418¡À0.6428,13.0076¡À0.4298,12.9375¡À1.4074,0.162652676
exponential_firstorder_Range,51.3642¡À196.3653,41.7632¡À89.0671,22.6079¡À17.5600,5.7268¡À7.1810,33.2569¡À80.0969,31.3817¡À49.4087,112.1178¡À384.1205,0.162656779
wavelet_LHH_glrlm_RunPercentage,0.9962¡À0.0023,0.9959¡À0.0028,0.9962¡À0.0015,0.9955¡À0.0026,0.9962¡À0.0022,0.9972¡À0.0015,0.9965¡À0.0019,0.163690956
lbp_3D_k_glcm_Idn,0.8659¡À0.0192,0.8692¡À0.0201,0.8688¡À0.0200,0.8590¡À0.0208,0.8569¡À0.0085,0.8530¡À0.0161,0.8668¡À0.0181,0.164335678
original_glszm_LargeAreaEmphasis,2.5948¡À0.8702,2.4332¡À1.0441,2.6205¡À0.9310,2.8274¡À0.4088,2.8436¡À0.9886,2.6441¡À0.5167,2.7003¡À0.6315,0.164810952
logarithm_glszm_LargeAreaEmphasis,2.5842¡À0.8651,2.4217¡À1.0330,2.6198¡À0.9327,2.7955¡À0.3857,2.8436¡À0.9886,2.6441¡À0.5167,2.6854¡À0.6356,0.165329082
lbp_3D_k_glcm_Idmn,0.9275¡À0.0212,0.9306¡À0.0219,0.9330¡À0.0227,0.9204¡À0.0205,0.9141¡À0.0051,0.9141¡À0.0164,0.9285¡À0.0211,0.166328637
wavelet_LHH_glrlm_ShortRunEmphasis,0.9971¡À0.0018,0.9969¡À0.0022,0.9971¡À0.0011,0.9966¡À0.0020,0.9971¡À0.0017,0.9979¡À0.0012,0.9974¡À0.0014,0.166616635
wavelet_LHH_firstorder_Median,6.5116¡À31.0836,1.7575¡À44.6102,4.6268¡À12.6718,17.2172¡À17.3315,8.2601¡À14.1815,9.7079¡À15.6082,11.1466¡À18.6212,0.166646149
wavelet_HLH_glcm_DifferenceVariance,11407.0744¡À12317.2042,8945.1463¡À7315.5926,13935.5865¡À12323.0195,10377.6879¡À9208.3552,11451.0495¡À7682.3956,18040.0592¡À13445.9022,12243.9880¡À18819.4228,0.166646843
squareroot_glszm_LargeAreaEmphasis,2.5821¡À0.8652,2.4209¡À1.0325,2.6137¡À0.9366,2.7955¡À0.3857,2.8436¡À0.9886,2.6441¡À0.5167,2.6817¡À0.6350,0.167531374
log_sigma_5_0_mm_3D_glcm_DifferenceAverage,42.5796¡À11.5898,41.4570¡À11.3491,41.9806¡À11.1653,38.7273¡À7.4498,42.4445¡À15.2129,49.9292¡À12.9411,43.8595¡À11.6886,0.168306361
log_sigma_3_0_mm_3D_glcm_InverseVariance,0.0278¡À0.0083,0.0292¡À0.0090,0.0276¡À0.0075,0.0279¡À0.0062,0.0268¡À0.0086,0.0238¡À0.0036,0.0272¡À0.0089,0.168591976
wavelet_HLL_firstorder_10Percentile,-811.3743¡À445.6224,-705.3002¡À334.8163,-989.7878¡À557.1327,-757.1758¡À593.0162,-665.5019¡À412.3282,-1110.6670¡À510.9861,-841.5462¡À424.9445,0.16885206
wavelet_LHH_glrlm_RunLengthNonUniformityNormalized,0.9924¡À0.0046,0.9918¡À0.0057,0.9925¡À0.0029,0.9910¡À0.0052,0.9924¡À0.0044,0.9944¡À0.0031,0.9931¡À0.0038,0.170292092
wavelet_HHH_glcm_Imc1,-0.7634¡À0.0837,-0.7534¡À0.0920,-0.7351¡À0.0812,-0.8197¡À0.0380,-0.7956¡À0.0597,-0.7633¡À0.0646,-0.7730¡À0.0844,0.170473215
wavelet_LLL_gldm_LargeDependenceEmphasis,1.1509¡À0.0870,1.1528¡À0.1013,1.1799¡À0.0532,1.1534¡À0.0895,1.1677¡À0.0857,1.1215¡À0.0385,1.1325¡À0.0875,0.170535949
square_glrlm_LowGrayLevelRunEmphasis,0.3785¡À0.1709,0.4036¡À0.1435,0.3162¡À0.1702,0.4865¡À0.1050,0.4859¡À0.1640,0.2867¡À0.1271,0.3414¡À0.2103,0.17233924
wavelet_HLH_glszm_SmallAreaEmphasis,0.9624¡À0.0190,0.9605¡À0.0239,0.9596¡À0.0160,0.9595¡À0.0148,0.9679¡À0.0138,0.9692¡À0.0076,0.9646¡À0.0158,0.172622145
lbp_3D_k_firstorder_10Percentile,-0.9557¡À0.0986,-0.9436¡À0.1159,-0.9561¡À0.0475,-0.9395¡À0.1138,-0.9614¡À0.0886,-0.9852¡À0.0940,-0.9706¡À0.0932,0.173705895
lbp_3D_m1_glcm_Idmn,0.9214¡À0.0108,0.9202¡À0.0125,0.9184¡À0.0063,0.9257¡À0.0097,0.9261¡À0.0089,0.9197¡À0.0098,0.9232¡À0.0107,0.173921951
wavelet_HHL_firstorder_Mean,-8.7404¡À24.6959,-9.7474¡À22.9635,-13.4413¡À21.0434,-16.4128¡À29.1098,-3.5259¡À18.4170,-12.8042¡À16.7113,-1.7205¡À31.0663,0.174441207
lbp_3D_m1_gldm_DependenceNonUniformityNormalized,0.1285¡À0.0394,0.1389¡À0.0545,0.1157¡À0.0157,0.1200¡À0.0168,0.1223¡À0.0180,0.1171¡À0.0067,0.1266¡À0.0298,0.175278657
log_sigma_3_0_mm_3D_glszm_ZonePercentage,0.9345¡À0.0286,0.9336¡À0.0318,0.9270¡À0.0221,0.9302¡À0.0169,0.9331¡À0.0310,0.9414¡À0.0163,0.9407¡À0.0317,0.176296704
lbp_3D_m2_firstorder_Kurtosis,2.5555¡À0.3781,2.6388¡À0.5101,2.4519¡À0.1836,2.5090¡À0.2095,2.5923¡À0.4775,2.4837¡À0.1985,2.5063¡À0.2124,0.179321008
log_sigma_1_0_mm_3D_glszm_GrayLevelNonUniformityNormalized,0.0131¡À0.0098,0.0152¡À0.0129,0.0095¡À0.0026,0.0165¡À0.0060,0.0144¡À0.0059,0.0076¡À0.0012,0.0123¡À0.0089,0.180809574
log_sigma_4_0_mm_3D_firstorder_RobustMeanAbsoluteDeviation,156.9680¡À44.8679,152.7850¡À42.1807,154.8012¡À40.3775,140.2166¡À33.4035,155.4278¡À73.0893,191.5833¡À52.8477,160.4804¡À41.3060,0.181346279
gradient_glrlm_LongRunLowGrayLevelEmphasis,0.0188¡À0.0142,0.0209¡À0.0156,0.0129¡À0.0056,0.0291¡À0.0137,0.0287¡À0.0238,0.0085¡À0.0025,0.0161¡À0.0105,0.181387563
wavelet_LLH_glcm_Imc2,0.9999¡À0.0010,1.0000¡À0.0001,1.0000¡À0.0000,1.0000¡À0.0000,1.0000¡À0.0000,1.0000¡À0.0000,0.9996¡À0.0020,0.181522509
square_gldm_DependenceEntropy,5.4891¡À0.7538,5.3296¡À0.8294,5.8623¡À0.5009,5.0362¡À0.5238,5.2208¡À0.7568,6.0389¡À0.3833,5.5635¡À0.7333,0.181889372
lbp_3D_k_glcm_ClusterProminence,0.5780¡À0.2300,0.6130¡À0.3440,0.5865¡À0.1084,0.5333¡À0.0959,0.5305¡À0.0407,0.5357¡À0.0397,0.5524¡À0.0973,0.182383883
wavelet_LLL_glcm_Imc2,0.9999¡À0.0010,1.0000¡À0.0001,1.0000¡À0.0000,1.0000¡À0.0000,1.0000¡À0.0000,1.0000¡À0.0000,0.9996¡À0.0020,0.183129848
lbp_3D_k_glszm_GrayLevelNonUniformityNormalized,0.4944¡À0.0983,0.4820¡À0.1038,0.4815¡À0.1012,0.4998¡À0.1140,0.5189¡À0.0243,0.5546¡À0.0366,0.4971¡À0.1049,0.183452983
lbp_3D_k_gldm_DependenceEntropy,4.7047¡À0.5065,4.5847¡À0.6728,4.9131¡À0.2111,4.5616¡À0.3266,4.7374¡À0.2350,4.9322¡À0.0803,4.7398¡À0.4242,0.1835386
square_glcm_Autocorrelation,82.2988¡À119.1050,65.3859¡À112.8721,112.0514¡À147.3533,24.2904¡À26.5724,68.8017¡À153.2391,95.9617¡À57.6263,109.4517¡À126.3870,0.184487659
wavelet_HHL_firstorder_Median,0.5416¡À21.6542,-2.4284¡À22.8985,-1.2076¡À16.0126,8.0983¡À19.9980,4.3981¡À21.7046,-4.9145¡À15.8341,5.0924¡À24.5416,0.184815446
log_sigma_1_0_mm_3D_gldm_DependenceVariance,0.1792¡À0.0852,0.1793¡À0.0901,0.1999¡À0.0775,0.2273¡À0.0838,0.1919¡À0.0896,0.1241¡À0.0535,0.1643¡À0.0817,0.185116707
exponential_glrlm_LongRunHighGrayLevelEmphasis,22.5635¡À59.0228,19.9047¡À13.3736,14.6101¡À4.6947,10.6378¡À3.8330,14.4861¡À8.4456,14.7562¡À5.6249,40.7106¡À120.2687,0.186055437
lbp_3D_m1_gldm_DependenceEntropy,4.8415¡À0.4854,4.7198¡À0.6289,5.0603¡À0.1900,4.7390¡À0.2848,4.8205¡À0.3460,5.0881¡À0.1165,4.8691¡À0.4244,0.187460997
wavelet_LHH_glcm_Imc2,0.9999¡À0.0010,0.9999¡À0.0001,1.0000¡À0.0000,1.0000¡À0.0000,1.0000¡À0.0000,1.0000¡À0.0000,0.9996¡À0.0020,0.187783767
lbp_3D_m2_gldm_LowGrayLevelEmphasis,0.2235¡À0.0642,0.2340¡À0.0953,0.2182¡À0.0248,0.2176¡À0.0238,0.2258¡À0.0237,0.2044¡À0.0279,0.2159¡À0.0291,0.188412946
wavelet_LHL_glcm_Imc2,0.9999¡À0.0010,1.0000¡À0.0001,1.0000¡À0.0000,1.0000¡À0.0000,1.0000¡À0.0000,1.0000¡À0.0000,0.9996¡À0.0020,0.189307094
log_sigma_1_0_mm_3D_firstorder_10Percentile,-116.8861¡À40.5510,-111.2225¡À42.4378,-125.4077¡À27.2835,-91.8686¡À35.8716,-115.8544¡À31.2966,-144.2175¡À33.6543,-120.6340¡À45.7656,0.191892708
lbp_3D_m2_gldm_SmallDependenceLowGrayLevelEmphasis,0.0347¡À0.0202,0.0403¡À0.0272,0.0277¡À0.0054,0.0329¡À0.0123,0.0248¡À0.0077,0.0261¡À0.0052,0.0354¡À0.0167,0.192382164
wavelet_HLH_firstorder_Uniformity,0.0116¡À0.0100,0.0136¡À0.0135,0.0082¡À0.0033,0.0144¡À0.0044,0.0124¡À0.0057,0.0064¡À0.0013,0.0107¡À0.0083,0.192515827
gradient_firstorder_Entropy,6.0511¡À0.6086,5.9494¡À0.7083,6.2680¡À0.3978,5.6593¡À0.3642,5.8230¡À0.6327,6.6051¡À0.2015,6.0970¡À0.5312,0.192538947
wavelet_LLH_gldm_LargeDependenceEmphasis,1.2402¡À0.1532,1.2490¡À0.1751,1.2768¡À0.1876,1.2502¡À0.1339,1.2294¡À0.0882,1.1866¡À0.0665,1.2178¡À0.1263,0.193134302
log_sigma_5_0_mm_3D_glszm_ZoneVariance,0.1011¡À0.0614,0.1045¡À0.0676,0.1179¡À0.0612,0.0918¡À0.0728,0.1058¡À0.0540,0.0889¡À0.0403,0.0897¡À0.0547,0.193195783
wavelet_HLH_gldm_GrayLevelNonUniformity,2.8439¡À1.3936,3.0114¡À1.6535,3.3380¡À1.4444,1.8619¡À0.5228,2.0988¡À0.5817,2.9089¡À0.9807,2.7213¡À1.1256,0.193289015
wavelet_HLL_glcm_Imc2,0.9999¡À0.0010,1.0000¡À0.0001,1.0000¡À0.0000,1.0000¡À0.0000,1.0000¡À0.0000,1.0000¡À0.0000,0.9996¡À0.0020,0.193673203
squareroot_gldm_SmallDependenceHighGrayLevelEmphasis,264815.1738¡À168386.2146,248648.9402¡À165808.8786,285048.1319¡À139094.4866,154314.1038¡À57509.7357,215946.8890¡À148406.1044,404390.9330¡À149971.6247,283889.6412¡À197832.3890,0.194471955
wavelet_HLH_gldm_DependenceNonUniformityNormalized,0.8252¡À0.0788,0.8187¡À0.0999,0.8120¡À0.0636,0.8133¡À0.0530,0.8483¡À0.0585,0.8515¡À0.0349,0.8342¡À0.0669,0.194767927
wavelet_HLH_glrlm_GrayLevelNonUniformityNormalized,0.0115¡À0.0100,0.0135¡À0.0135,0.0081¡À0.0033,0.0144¡À0.0044,0.0124¡À0.0058,0.0064¡À0.0013,0.0107¡À0.0083,0.194929242
lbp_3D_k_glrlm_GrayLevelVariance,0.2525¡À0.0378,0.2576¡À0.0573,0.2549¡À0.0154,0.2485¡À0.0133,0.2445¡À0.0048,0.2439¡À0.0044,0.2485¡À0.0144,0.195389962
lbp_3D_m1_gldm_LargeDependenceHighGrayLevelEmphasis,279.8400¡À79.8244,260.1819¡À101.2635,304.8020¡À57.1945,287.8369¡À53.9309,293.0118¡À83.9505,304.9251¡À32.1618,283.4782¡À60.4614,0.196658609
log_sigma_5_0_mm_3D_glszm_LargeAreaEmphasis,1.2688¡À0.1433,1.2771¡À0.1582,1.3019¡À0.1418,1.2540¡À0.1495,1.2847¡À0.1420,1.2440¡À0.0997,1.2405¡À0.1310,0.196811008
log_sigma_1_0_mm_3D_firstorder_Entropy,6.6336¡À0.7392,6.4950¡À0.8661,6.9620¡À0.4018,6.1261¡À0.5363,6.3742¡À0.6818,7.2649¡À0.2176,6.6907¡À0.6564,0.197224158
wavelet_LLL_glszm_LargeAreaEmphasis,1.0776¡À0.0453,1.0784¡À0.0523,1.0908¡À0.0270,1.0826¡À0.0487,1.0859¡À0.0450,1.0619¡À0.0205,1.0685¡À0.0463,0.197963095
wavelet_LHL_firstorder_Skewness,-0.8971¡À1.1658,-1.0489¡À1.0491,-1.1531¡À0.8204,-0.3343¡À2.2296,-0.1372¡À0.9543,-1.3777¡À0.4555,-0.7026¡À1.1994,0.198495943
wavelet_HLL_firstorder_MeanAbsoluteDeviation,581.5938¡À199.5796,533.4927¡À169.6172,651.3927¡À250.7405,603.3259¡À217.8857,534.7144¡À148.5836,692.3823¡À229.9476,590.6015¡À194.3569,0.198663582
log_sigma_4_0_mm_3D_glszm_ZoneVariance,0.0947¡À0.0528,0.0969¡À0.0644,0.1067¡À0.0458,0.0985¡À0.0325,0.0928¡À0.0586,0.0952¡À0.0397,0.0820¡À0.0419,0.19924673
square_gldm_DependenceVariance,19.8401¡À16.2842,20.9360¡À17.9631,20.0046¡À18.0261,25.8209¡À8.2724,26.2172¡À10.2085,11.9793¡À10.7942,16.6672¡À16.0264,0.199682422
wavelet_HLH_glrlm_GrayLevelNonUniformity,2.8179¡À1.3731,2.9795¡À1.6268,3.3074¡À1.4258,1.8478¡À0.5183,2.0871¡À0.5754,2.8887¡À0.9701,2.6993¡À1.1114,0.20034962
wavelet_LHL_glszm_ZoneVariance,0.0366¡À0.0211,0.0376¡À0.0249,0.0377¡À0.0123,0.0424¡À0.0147,0.0514¡À0.0222,0.0242¡À0.0107,0.0321¡À0.0200,0.200572447
log_sigma_4_0_mm_3D_firstorder_Skewness,-0.8033¡À0.4501,-0.8789¡À0.5203,-0.6847¡À0.4683,-1.0287¡À0.4351,-0.6495¡À0.3385,-0.7691¡À0.2396,-0.7336¡À0.3573,0.200672827
original_shape_Sphericity,0.6116¡À0.0974,0.6117¡À0.0913,0.6096¡À0.0895,0.6919¡À0.0808,0.6934¡À0.0893,0.5578¡À0.0748,0.5820¡À0.1034,0.200860667
log_sigma_3_0_mm_3D_gldm_SmallDependenceEmphasis,0.9061¡À0.0395,0.9056¡À0.0433,0.8952¡À0.0306,0.8969¡À0.0250,0.9030¡À0.0435,0.9158¡À0.0224,0.9147¡À0.0444,0.201119114
wavelet_HHL_glcm_Imc2,0.9999¡À0.0010,0.9999¡À0.0001,1.0000¡À0.0000,1.0000¡À0.0000,1.0000¡À0.0000,1.0000¡À0.0000,0.9996¡À0.0020,0.201338986
log_sigma_5_0_mm_3D_glszm_LargeAreaHighGrayLevelEmphasis,83523.2532¡À58423.6061,92424.3275¡À66965.7577,90975.2368¡À55673.5543,49949.5416¡À30408.5124,59120.3043¡À52669.2555,107230.2721¡À74943.4931,73088.1641¡À39830.2988,0.202680755
original_glcm_Correlation,0.1690¡À0.0971,0.1549¡À0.1031,0.1840¡À0.0784,0.1751¡À0.0719,0.1294¡À0.0769,0.1715¡À0.0550,0.1917¡À0.1162,0.204237441
wavelet_HLL_glcm_Idmn,0.9777¡À0.0135,0.9784¡À0.0147,0.9817¡À0.0062,0.9755¡À0.0128,0.9727¡À0.0171,0.9810¡À0.0072,0.9747¡À0.0150,0.207302107
log_sigma_4_0_mm_3D_glcm_Imc2,0.9999¡À0.0010,0.9999¡À0.0001,1.0000¡À0.0000,1.0000¡À0.0000,1.0000¡À0.0000,1.0000¡À0.0000,0.9996¡À0.0020,0.207348997
wavelet_HLH_glcm_Idm,0.0213¡À0.0080,0.0224¡À0.0098,0.0202¡À0.0069,0.0247¡À0.0068,0.0206¡À0.0044,0.0156¡À0.0031,0.0209¡À0.0063,0.208926908
square_gldm_DependenceNonUniformity,51.5375¡À43.3170,42.9034¡À32.5619,77.0386¡À56.6313,17.0993¡À12.7090,26.7250¡À30.2689,84.7705¡À47.1666,56.9349¡À43.5645,0.209304119
wavelet_HLH_gldm_SmallDependenceHighGrayLevelEmphasis,205896.9562¡À177109.4797,175829.0387¡À153750.8714,269500.2546¡À238412.9042,127549.5937¡À105381.0186,163649.3467¡À103976.7344,247184.3160¡À97161.8445,239222.9598¡À206811.9308,0.209342476
wavelet_HHL_firstorder_RobustMeanAbsoluteDeviation,197.2415¡À66.7459,189.2556¡À65.0367,217.3620¡À67.1699,134.2799¡À53.7331,175.4328¡À74.9977,263.4011¡À41.5185,202.8516¡À57.4972,0.209894154
log_sigma_1_0_mm_3D_glrlm_RunEntropy,6.6567¡À0.7417,6.5201¡À0.8696,6.9873¡À0.4026,6.1476¡À0.5358,6.3966¡À0.6822,7.2809¡À0.2207,6.7117¡À0.6621,0.210629709
wavelet_LLH_gldm_LargeDependenceHighGrayLevelEmphasis,583995.1238¡À540631.9315,601412.5578¡À561137.4546,845483.8314¡À674196.2883,301053.8175¡À218975.9901,351094.7786¡À383243.2457,880739.6253¡À345747.2409,442609.4981¡À467941.2203,0.210649923
log_sigma_3_0_mm_3D_gldm_DependenceNonUniformityNormalized,0.7865¡À0.0816,0.7863¡À0.0898,0.7629¡À0.0618,0.7656¡À0.0508,0.7805¡À0.0891,0.8029¡À0.0465,0.8052¡À0.0915,0.210944862
lbp_3D_m2_firstorder_90Percentile,16.8906¡À0.5175,16.8555¡À0.5484,17.0142¡À0.2886,16.4273¡À0.7846,16.5885¡À0.2821,17.0974¡À0.2975,17.0329¡À0.4829,0.211397002
log_sigma_3_0_mm_3D_glcm_Contrast,4696.7759¡À2711.7004,4497.9794¡À2484.3405,4404.7561¡À2038.6587,3844.9205¡À1465.1054,5218.9445¡À3259.7489,5679.0141¡À2343.8413,5046.3418¡À3621.2886,0.211886719
wavelet_HLL_gldm_GrayLevelNonUniformity,2.0399¡À0.7409,2.1418¡À0.8352,2.2786¡À0.7876,1.4748¡À0.2922,1.5549¡À0.2926,2.1126¡À0.5704,1.9948¡À0.6496,0.212069116
gradient_firstorder_RobustMeanAbsoluteDeviation,107.6209¡À34.5101,103.2743¡À32.0917,104.9810¡À32.8635,103.4356¡À21.5449,119.2914¡À55.0367,132.7501¡À43.0503,107.1251¡À32.0849,0.212557284
original_glszm_SmallAreaHighGrayLevelEmphasis,24112.7747¡À15548.8782,22260.9612¡À15679.9457,27976.0596¡À11949.9129,12485.2470¡À5661.1735,19224.8226¡À18768.0077,37085.0544¡À12930.5367,25705.5025¡À16484.9858,0.212688504
wavelet_LLH_glcm_Imc1,-0.8176¡À0.0683,-0.8105¡À0.0722,-0.7949¡À0.0689,-0.8656¡À0.0403,-0.8325¡À0.0490,-0.8199¡À0.0553,-0.8251¡À0.0715,0.212766326
gradient_glszm_LowGrayLevelZoneEmphasis,0.0169¡À0.0130,0.0189¡À0.0151,0.0120¡À0.0050,0.0249¡À0.0104,0.0244¡À0.0211,0.0080¡À0.0020,0.0149¡À0.0099,0.212807673
square_glszm_ZoneVariance,320.0896¡À444.9131,392.3222¡À467.7887,331.1711¡À590.9617,156.8542¡À120.0635,287.7025¡À205.8404,179.7200¡À277.4839,291.4472¡À447.1496,0.213208921
squareroot_glcm_Imc1,-0.7072¡À0.0871,-0.7032¡À0.0992,-0.6629¡À0.0825,-0.7753¡À0.0442,-0.7269¡À0.0562,-0.6781¡À0.0535,-0.7257¡À0.0774,0.213332115
log_sigma_2_0_mm_3D_glcm_InverseVariance,0.0241¡À0.0078,0.0249¡À0.0091,0.0242¡À0.0049,0.0271¡À0.0062,0.0230¡À0.0075,0.0181¡À0.0039,0.0238¡À0.0077,0.213573145
squareroot_glszm_GrayLevelNonUniformity,2.5475¡À1.0865,2.5991¡À1.1003,3.2014¡À1.3191,1.5537¡À0.3740,2.0427¡À0.8012,2.9184¡À0.7350,2.3628¡À0.9106,0.213595649
logarithm_glszm_GrayLevelNonUniformity,2.5529¡À1.0873,2.6005¡À1.0999,3.2226¡À1.3151,1.5554¡À0.3745,2.0438¡À0.8037,2.9207¡À0.7356,2.3681¡À0.9096,0.214007867
wavelet_HLH_glszm_GrayLevelNonUniformityNormalized,0.0111¡À0.0099,0.0131¡À0.0135,0.0078¡À0.0031,0.0139¡À0.0041,0.0122¡À0.0058,0.0061¡À0.0012,0.0103¡À0.0083,0.214715338
log_sigma_4_0_mm_3D_firstorder_InterquartileRange,368.6202¡À108.5849,361.1161¡À102.6559,361.4371¡À98.5235,319.0240¡À81.3352,362.5873¡À181.8137,454.1997¡À132.5784,376.7616¡À92.6134,0.215442405
lbp_3D_m1_glcm_Idn,0.8250¡À0.0122,0.8240¡À0.0127,0.8209¡À0.0079,0.8309¡À0.0124,0.8309¡À0.0114,0.8222¡À0.0109,0.8270¡À0.0137,0.215837468
logarithm_glcm_Imc1,-0.7067¡À0.0872,-0.7031¡À0.0992,-0.6611¡À0.0822,-0.7752¡À0.0443,-0.7268¡À0.0564,-0.6779¡À0.0535,-0.7251¡À0.0776,0.21614064
gradient_glszm_GrayLevelNonUniformityNormalized,0.0177¡À0.0093,0.0195¡À0.0120,0.0145¡À0.0037,0.0212¡À0.0049,0.0200¡À0.0073,0.0116¡À0.0013,0.0170¡À0.0083,0.216437285
wavelet_HLH_glszm_SmallAreaHighGrayLevelEmphasis,213885.0280¡À183234.0563,183359.7534¡À159345.7200,279357.3409¡À246095.5901,132695.6338¡À109634.1016,169168.9200¡À107772.8100,254947.6475¡À98668.0116,248407.7734¡À214388.9784,0.216898929
logarithm_gldm_DependenceVariance,0.4004¡À0.2068,0.3745¡À0.2522,0.3755¡À0.1424,0.4981¡À0.2442,0.3601¡À0.1811,0.4597¡À0.1122,0.4239¡À0.1670,0.217506079
wavelet_HLH_glcm_Autocorrelation,209947.1152¡À182232.7394,180314.1124¡À158511.5684,274363.9931¡À243883.2325,128593.2391¡À110597.7779,163470.8998¡À107367.8357,244548.6353¡À90707.4683,246164.7149¡À214651.3204,0.219030769
lbp_3D_k_firstorder_Minimum,-1.4291¡À0.1157,-1.4085¡À0.1358,-1.4599¡À0.1155,-1.4101¡À0.0877,-1.4079¡À0.0724,-1.4731¡À0.0666,-1.4424¡À0.1033,0.219387278
wavelet_HLH_glrlm_ShortRunHighGrayLevelEmphasis,220288.6372¡À188168.3981,189264.5588¡À163575.4988,287237.5031¡À252744.2275,137169.3551¡À113363.3913,173657.1358¡À110809.6359,261726.5355¡À100659.6777,255714.8420¡À220360.8284,0.221090136
gradient_glrlm_LowGrayLevelRunEmphasis,0.0175¡À0.0134,0.0194¡À0.0149,0.0121¡À0.0052,0.0270¡À0.0122,0.0268¡À0.0222,0.0081¡À0.0024,0.0153¡À0.0102,0.221206769
square_glszm_ZoneEntropy,5.1245¡À0.9687,4.9936¡À0.9686,5.5357¡À0.7346,4.2784¡À0.8303,4.4799¡À0.9918,5.9518¡À0.4643,5.2643¡À0.9459,0.221660369
original_shape_Maximum2DDiameterRow,33.0450¡À11.3901,32.2303¡À11.5868,36.8013¡À8.9959,20.4511¡À8.2673,24.7133¡À10.3994,41.0567¡À6.0329,35.7092¡À10.7896,0.221786873
wavelet_HLH_gldm_HighGrayLevelEmphasis,220884.7093¡À188633.8195,189835.0496¡À163981.9223,287970.1190¡À253361.8099,137564.7591¡À113719.5938,174047.6629¡À111086.1272,262314.9800¡À100803.4714,256386.9055¡À220933.9015,0.221817084
wavelet_HLH_glrlm_HighGrayLevelRunEmphasis,220920.5862¡À188659.0305,189870.6037¡À164016.3250,288012.7966¡À253376.5404,137577.7288¡À113718.1000,174074.6871¡À111101.9775,262336.9316¡À100791.2504,256432.7561¡À220967.1161,0.221839737
wavelet_HLH_glszm_HighGrayLevelZoneEmphasis,221359.2470¡À188948.2898,190313.6810¡À164392.1973,288523.4007¡À253548.5624,137724.0899¡À113681.4972,174411.5749¡À111301.7027,262592.3206¡À100653.4169,256992.3336¡À221370.4808,0.222148251
log_sigma_5_0_mm_3D_glcm_Imc2,0.9999¡À0.0010,0.9999¡À0.0002,1.0000¡À0.0000,1.0000¡À0.0000,1.0000¡À0.0000,1.0000¡À0.0000,0.9996¡À0.0020,0.222722674
log_sigma_3_0_mm_3D_glcm_Correlation,0.2590¡À0.1304,0.2749¡À0.1291,0.3137¡À0.0945,0.1246¡À0.1253,0.1908¡À0.1339,0.2859¡À0.0666,0.2480¡À0.1398,0.223008751
gradient_gldm_LowGrayLevelEmphasis,0.0176¡À0.0135,0.0195¡À0.0149,0.0121¡À0.0052,0.0272¡À0.0124,0.0269¡À0.0224,0.0081¡À0.0024,0.0153¡À0.0103,0.223058056
wavelet_HLH_glszm_SizeZoneNonUniformityNormalized,0.9073¡À0.0442,0.9040¡À0.0553,0.9004¡À0.0373,0.8997¡À0.0349,0.9194¡À0.0328,0.9224¡À0.0180,0.9120¡À0.0378,0.224222734
wavelet_LLH_glcm_ClusterTendency,40459.7044¡À46795.2470,46587.7860¡À64171.2672,44134.2433¡À40736.7639,29058.7207¡À23619.7854,19530.6997¡À11794.0762,55590.3035¡À27476.2070,32102.6418¡À23394.1737,0.224509076
wavelet_LLL_glcm_JointAverage,364.1463¡À108.0645,345.6658¡À96.7635,410.6254¡À108.8000,275.2775¡À51.7343,333.7640¡À141.6427,470.8397¡À106.9148,368.4070¡À98.4988,0.224518745
